student_id,activity_name,activity_category,registration_date,role,activity_level,hours_per_week,total_events_participated,achievement,status,faculty_coordinator
672,Coding Club,Technical,2025-08-03,Member,High,7,5,,Active,Prof. Priya Arora
673,College Magazine,Other,2025-08-03,Coordinator,Very High,11,14,,Active,Prof. Priya Arora
676,Basketball Team,Sports,2025-08-13,Member,Low,1,0,Winner - Intra College Competition,Active,Prof. Priya Arora
676,Robotics Club,Technical,2025-08-31,Core Team,Very High,15,19,,Active,Prof. Priya Arora
677,Dance Club,Cultural,2025-08-07,Active Member,Medium,6,4,Winner - Intra College Competition,Active,Prof. Priya Arora
678,College Magazine,Other,2025-08-27,President/Head,Very High,11,19,,Inactive,Prof. Priya Arora
678,Environmental Club,Social,2025-08-17,Member,High,7,10,,Active,Prof. Priya Arora
679,Robotics Club,Technical,2025-08-26,Member,Low,1,0,,Active,Prof. Priya Arora
679,Drama Club,Cultural,2025-08-23,Member,Medium,4,3,,Inactive,Prof. Priya Arora
679,Badminton Club,Sports,2025-08-04,Member,Low,1,2,Certificate of Excellence,Active,Prof. Priya Arora
680,Photography Club,Cultural,2025-08-16,Active Member,High,10,9,Winner - Inter College Competition,Active,Prof. Priya Arora
682,Coding Club,Technical,2025-08-26,Active Member,High,7,10,Winner - Inter College Competition,Active,Prof. Priya Arora
683,AI/ML Club,Technical,2025-08-30,Active Member,Medium,3,4,,Active,Prof. Priya Arora
683,Dance Club,Cultural,2025-08-06,Member,Low,3,0,,Active,Prof. Priya Arora
684,NSS,Social,2025-08-17,Member,Low,3,0,,Active,Prof. Priya Arora
685,Research Club,Academic,2025-08-19,Active Member,High,9,6,,Active,Prof. Priya Arora
685,Drama Club,Cultural,2025-08-20,Member,Medium,5,5,,Active,Prof. Priya Arora
687,Football Team,Sports,2025-08-28,Core Team,Very High,15,15,,Inactive,Prof. Priya Arora
687,Student Council,Other,2025-08-13,Member,High,10,8,Participation Certificate,Active,Prof. Priya Arora
687,Coding Club,Technical,2025-08-26,Member,Low,1,2,Winner - Inter College Competition,Active,Prof. Priya Arora
687,Innovation Club,Academic,2025-08-06,Core Team,High,7,9,,Active,Prof. Priya Arora
690,Quiz Club,Academic,2025-08-28,Member,Medium,6,4,Certificate of Excellence,Inactive,Prof. Priya Arora
690,NSS,Social,2025-08-03,Active Member,Medium,5,5,,Active,Prof. Priya Arora
692,Event Management Team,Other,2025-08-21,Member,Low,3,2,,Inactive,Prof. Priya Arora
693,Music Club,Cultural,2025-08-04,Member,High,7,9,,Active,Prof. Priya Arora
694,Cricket Team,Sports,2025-08-07,Coordinator,Very High,10,10,,Active,Prof. Priya Arora
695,Basketball Team,Sports,2025-08-17,Core Team,High,8,7,Certificate of Excellence,Active,Prof. Priya Arora
698,Badminton Club,Sports,2025-08-03,Member,High,10,9,Best Performer Award,Active,Prof. Priya Arora
698,Research Club,Academic,2025-08-25,Member,Low,2,2,,Active,Prof. Priya Arora
698,AI/ML Club,Technical,2025-08-13,Member,Medium,3,3,,Active,Prof. Priya Arora
699,Event Management Team,Other,2025-08-17,Core Team,Very High,14,20,,Active,Prof. Priya Arora
700,Badminton Club,Sports,2025-08-02,Member,Low,2,0,,Active,Prof. Priya Arora
701,Event Management Team,Other,2025-08-05,Member,Low,2,2,,Active,Prof. Priya Arora
703,Football Team,Sports,2025-08-14,Core Team,High,6,10,,Active,Prof. Priya Arora
703,NCC,Social,2025-08-28,Member,High,8,9,,Active,Prof. Priya Arora
705,Drama Club,Cultural,2025-08-17,Active Member,Medium,6,4,,Active,Dr. Suresh Ahmed
705,Basketball Team,Sports,2025-08-03,Member,Medium,5,4,Participation Certificate,Active,Dr. Suresh Ahmed
705,Innovation Club,Academic,2025-08-10,Core Team,Very High,11,20,Participation Certificate,Inactive,Dr. Suresh Ahmed
705,Web Development Club,Technical,2025-08-14,Member,Low,3,2,,Inactive,Dr. Suresh Ahmed
706,Event Management Team,Other,2025-08-09,Member,Low,2,2,,Active,Dr. Suresh Ahmed
707,College Magazine,Other,2025-08-02,Coordinator,Very High,12,17,,Active,Dr. Suresh Ahmed
707,Robotics Club,Technical,2025-08-30,Member,Low,2,1,Winner - Inter College Competition,Active,Dr. Suresh Ahmed
708,NCC,Social,2025-08-08,Active Member,High,6,10,,Active,Dr. Suresh Ahmed
710,Football Team,Sports,2025-08-23,Member,High,10,6,,Active,Dr. Suresh Ahmed
710,Music Club,Cultural,2025-08-19,Active Member,High,6,7,,Inactive,Dr. Suresh Ahmed
712,Student Council,Other,2025-08-17,Coordinator,Very High,15,11,,Inactive,Dr. Suresh Ahmed
712,Basketball Team,Sports,2025-08-25,Active Member,Medium,5,4,,Active,Dr. Suresh Ahmed
712,Innovation Club,Academic,2025-08-15,Member,Low,3,1,,Inactive,Dr. Suresh Ahmed
714,Mathematics Club,Academic,2025-08-06,Active Member,Medium,3,4,,Inactive,Dr. Suresh Ahmed
714,Coding Club,Technical,2025-08-29,Active Member,Medium,3,5,,Active,Dr. Suresh Ahmed
715,Coding Club,Technical,2025-08-15,Core Team,High,7,8,Participation Certificate,Active,Dr. Suresh Ahmed
715,Mathematics Club,Academic,2025-08-31,Member,Low,1,0,,Active,Dr. Suresh Ahmed
719,Event Management Team,Other,2025-08-22,Active Member,Medium,4,3,,Inactive,Dr. Suresh Ahmed
719,Dance Club,Cultural,2025-08-08,Core Team,High,6,8,,Active,Dr. Suresh Ahmed
719,Coding Club,Technical,2025-08-03,Member,High,6,9,,Active,Dr. Suresh Ahmed
720,Drama Club,Cultural,2025-08-22,Member,High,10,9,Winner - Inter College Competition,Active,Dr. Suresh Ahmed
720,Coding Club,Technical,2025-08-20,Member,Low,1,1,,Inactive,Dr. Suresh Ahmed
720,Event Management Team,Other,2025-08-27,Member,Medium,4,5,Winner - Inter College Competition,Active,Dr. Suresh Ahmed
721,Drama Club,Cultural,2025-08-28,Member,Low,2,0,,Active,Dr. Suresh Ahmed
721,Quiz Club,Academic,2025-08-10,Member,Medium,6,5,Winner - Intra College Competition,Active,Dr. Suresh Ahmed
722,Cricket Team,Sports,2025-08-17,Member,Low,3,1,,Active,Dr. Suresh Ahmed
725,College Magazine,Other,2025-08-27,Core Team,Very High,14,18,,Active,Dr. Suresh Ahmed
725,Basketball Team,Sports,2025-08-26,Active Member,High,8,9,Winner - Intra College Competition,Active,Dr. Suresh Ahmed
727,College Magazine,Other,2025-08-22,Member,Medium,4,2,,Inactive,Dr. Suresh Ahmed
729,Web Development Club,Technical,2025-08-05,Active Member,Medium,5,3,,Active,Dr. Suresh Ahmed
730,Basketball Team,Sports,2025-08-19,Core Team,Very High,10,10,,Inactive,Dr. Suresh Ahmed
730,Drama Club,Cultural,2025-08-10,Member,Low,1,2,,Active,Dr. Suresh Ahmed
730,Innovation Club,Academic,2025-08-06,Member,Low,2,2,,Active,Dr. Suresh Ahmed
730,Environmental Club,Social,2025-08-10,Member,High,6,8,,Active,Dr. Suresh Ahmed
731,AI/ML Club,Technical,2025-08-08,Member,Medium,6,3,Winner - Intra College Competition,Active,Dr. Suresh Ahmed
734,Badminton Club,Sports,2025-08-19,Member,Low,2,0,,Inactive,Dr. Suresh Ahmed
734,Research Club,Academic,2025-08-15,Member,Low,3,1,,Inactive,Dr. Suresh Ahmed
735,Event Management Team,Other,2025-08-19,Active Member,High,9,7,Winner - Inter College Competition,Active,Dr. Suresh Ahmed
736,Dance Club,Cultural,2025-08-14,Member,Low,2,0,Winner - Inter College Competition,Active,Dr. Suresh Ahmed
737,Student Council,Other,2025-08-08,Member,Low,2,0,,Active,Dr. Suresh Ahmed
737,Coding Club,Technical,2025-08-21,Active Member,High,7,7,,Active,Dr. Suresh Ahmed
739,College Magazine,Other,2025-08-18,Active Member,Medium,4,4,,Active,Dr. Suresh Ahmed
742,Photography Club,Cultural,2025-08-22,Member,Low,3,1,,Inactive,Dr. Suresh Ahmed
743,Badminton Club,Sports,2025-08-09,Member,Medium,6,3,,Active,Dr. Suresh Ahmed
743,NSS,Social,2025-08-11,Member,High,6,8,,Inactive,Dr. Suresh Ahmed
744,Basketball Team,Sports,2025-08-12,Core Team,High,7,8,,Inactive,Dr. Suresh Ahmed
744,Student Council,Other,2025-08-27,Member,High,8,9,,Active,Dr. Suresh Ahmed
747,College Magazine,Other,2025-08-27,Member,Low,1,2,Winner - Intra College Competition,Inactive,Dr. Suresh Ahmed
747,Quiz Club,Academic,2025-08-14,Core Team,High,10,7,,Inactive,Dr. Suresh Ahmed
747,Web Development Club,Technical,2025-08-10,Active Member,Medium,5,3,,Active,Dr. Suresh Ahmed
750,Music Club,Cultural,2025-08-26,Member,Low,1,2,Winner - Intra College Competition,Active,Ms. Anita Shah
751,Coding Club,Technical,2025-08-27,Member,Medium,3,4,Certificate of Excellence,Active,Ms. Anita Shah
752,Event Management Team,Other,2025-08-26,Member,Medium,5,2,,Active,Ms. Anita Shah
752,Drama Club,Cultural,2025-08-02,Active Member,Medium,3,2,,Active,Ms. Anita Shah
753,Music Club,Cultural,2025-08-20,Member,Medium,5,5,,Active,Ms. Anita Shah
753,Mathematics Club,Academic,2025-08-26,Active Member,Medium,4,2,,Active,Ms. Anita Shah
754,AI/ML Club,Technical,2025-08-18,Member,Low,1,2,,Active,Ms. Anita Shah
754,Student Council,Other,2025-08-02,Core Team,Very High,11,11,,Active,Ms. Anita Shah
754,Badminton Club,Sports,2025-08-19,Core Team,High,7,6,Winner - Inter College Competition,Active,Ms. Anita Shah
755,Drama Club,Cultural,2025-08-10,Member,Low,2,2,,Active,Ms. Anita Shah
755,Innovation Club,Academic,2025-08-15,Member,Low,2,0,,Active,Ms. Anita Shah
757,Event Management Team,Other,2025-08-18,Member,High,9,5,,Active,Ms. Anita Shah
758,NCC,Social,2025-08-20,Member,High,9,6,Best Performer Award,Active,Ms. Anita Shah
758,Dance Club,Cultural,2025-08-21,Member,High,6,10,,Active,Ms. Anita Shah
758,Research Club,Academic,2025-08-17,Active Member,Medium,4,3,,Active,Ms. Anita Shah
758,College Magazine,Other,2025-08-30,Member,Medium,4,2,,Active,Ms. Anita Shah
761,Badminton Club,Sports,2025-08-17,Member,Low,2,2,,Active,Ms. Anita Shah
761,Research Club,Academic,2025-08-19,Active Member,High,10,5,,Active,Ms. Anita Shah
761,Coding Club,Technical,2025-08-24,Active Member,High,6,8,,Active,Ms. Anita Shah
762,Photography Club,Cultural,2025-08-04,Member,Low,3,2,,Active,Ms. Anita Shah
762,Quiz Club,Academic,2025-08-27,Member,High,9,9,,Active,Ms. Anita Shah
763,Basketball Team,Sports,2025-08-21,Member,Low,3,2,Winner - Inter College Competition,Active,Ms. Anita Shah
763,Event Management Team,Other,2025-08-13,Member,Low,2,1,Certificate of Excellence,Active,Ms. Anita Shah
763,Photography Club,Cultural,2025-08-05,Member,Low,3,2,,Active,Ms. Anita Shah
764,Photography Club,Cultural,2025-08-23,Active Member,Medium,3,3,Winner - Intra College Competition,Active,Ms. Anita Shah
764,Basketball Team,Sports,2025-08-06,Member,Medium,3,2,Best Performer Award,Inactive,Ms. Anita Shah
765,Music Club,Cultural,2025-08-31,President/Head,Very High,15,19,,Active,Ms. Anita Shah
766,Student Council,Other,2025-08-13,Member,Medium,4,3,Participation Certificate,Active,Ms. Anita Shah
766,Football Team,Sports,2025-08-25,Member,Low,3,0,,Active,Ms. Anita Shah
767,NCC,Social,2025-08-23,Member,Medium,5,3,,Active,Ms. Anita Shah
768,Coding Club,Technical,2025-08-04,Core Team,Very High,10,17,,Inactive,Ms. Anita Shah
769,Photography Club,Cultural,2025-08-30,Member,Medium,4,3,,Active,Ms. Anita Shah
769,Basketball Team,Sports,2025-08-28,Active Member,High,8,7,Participation Certificate,Active,Ms. Anita Shah
770,Web Development Club,Technical,2025-08-22,Member,Medium,4,4,,Active,Ms. Anita Shah
770,Dance Club,Cultural,2025-08-11,Member,Medium,4,4,,Active,Ms. Anita Shah
770,Basketball Team,Sports,2025-08-21,Member,Medium,3,2,,Inactive,Ms. Anita Shah
771,Photography Club,Cultural,2025-08-05,Member,Medium,4,5,,Inactive,Ms. Anita Shah
771,Football Team,Sports,2025-08-09,Member,High,10,6,,Active,Ms. Anita Shah
772,Basketball Team,Sports,2025-08-17,Member,Low,2,2,,Active,Ms. Anita Shah
772,Coding Club,Technical,2025-08-26,Member,Low,2,0,,Active,Ms. Anita Shah
772,Innovation Club,Academic,2025-08-15,Member,Low,3,0,Winner - Intra College Competition,Active,Ms. Anita Shah
773,Photography Club,Cultural,2025-08-14,Core Team,Very High,12,15,Winner - Intra College Competition,Active,Ms. Anita Shah
773,Basketball Team,Sports,2025-08-21,Member,Medium,6,4,,Active,Ms. Anita Shah
774,Environmental Club,Social,2025-08-23,Core Team,Very High,10,20,,Active,Ms. Anita Shah
775,Student Council,Other,2025-08-11,Member,High,7,8,,Active,Ms. Anita Shah
775,NCC,Social,2025-08-30,Member,Medium,4,2,,Active,Ms. Anita Shah
775,Research Club,Academic,2025-08-04,Core Team,High,10,8,,Active,Ms. Anita Shah
775,Music Club,Cultural,2025-08-19,Member,Medium,3,3,,Active,Ms. Anita Shah
778,Music Club,Cultural,2025-08-18,Member,High,6,8,,Active,Ms. Anita Shah
781,Badminton Club,Sports,2025-08-19,Active Member,High,7,10,,Active,Ms. Anita Shah
781,Web Development Club,Technical,2025-08-06,Active Member,Medium,5,2,,Active,Ms. Anita Shah
781,College Magazine,Other,2025-08-18,Member,High,10,10,,Active,Ms. Anita Shah
781,Research Club,Academic,2025-08-25,Member,High,8,8,Winner - Inter College Competition,Inactive,Ms. Anita Shah
783,Research Club,Academic,2025-08-08,Member,Medium,3,2,,Active,Ms. Anita Shah
783,Cricket Team,Sports,2025-08-22,Member,Medium,5,5,,Active,Ms. Anita Shah
784,Basketball Team,Sports,2025-08-04,Core Team,Very High,10,15,,Inactive,Ms. Anita Shah
784,Quiz Club,Academic,2025-08-12,Member,Low,3,0,,Active,Ms. Anita Shah
784,Event Management Team,Other,2025-08-31,Member,Low,1,0,,Inactive,Ms. Anita Shah
786,Research Club,Academic,2025-08-23,Active Member,High,9,10,,Active,Ms. Anita Shah
789,Drama Club,Cultural,2025-08-30,Member,Medium,6,4,,Active,Ms. Anita Shah
789,Research Club,Academic,2025-08-12,Member,Medium,4,4,,Active,Ms. Anita Shah
790,Mathematics Club,Academic,2025-08-28,Member,Low,2,1,,Active,Ms. Anita Shah
791,AI/ML Club,Technical,2025-08-26,Member,Medium,5,5,,Active,Ms. Manoj Bhatia
792,Coding Club,Technical,2025-08-26,Active Member,High,7,7,,Active,Ms. Manoj Bhatia
792,NSS,Social,2025-08-31,Member,Low,2,0,,Inactive,Ms. Manoj Bhatia
793,Event Management Team,Other,2025-08-04,Member,Medium,6,3,Winner - Intra College Competition,Active,Ms. Manoj Bhatia
793,Quiz Club,Academic,2025-08-12,Member,Low,2,2,Certificate of Excellence,Inactive,Ms. Manoj Bhatia
795,Football Team,Sports,2025-08-12,Member,Low,3,0,,Active,Ms. Manoj Bhatia
795,Photography Club,Cultural,2025-08-22,Active Member,Medium,6,2,Winner - Intra College Competition,Active,Ms. Manoj Bhatia
796,Dance Club,Cultural,2025-08-03,Active Member,Medium,4,2,,Active,Ms. Manoj Bhatia
801,Drama Club,Cultural,2025-08-20,Member,Low,1,0,,Active,Ms. Manoj Bhatia
801,Mathematics Club,Academic,2025-08-19,Active Member,High,10,5,,Active,Ms. Manoj Bhatia
801,Environmental Club,Social,2025-08-27,Active Member,Medium,3,3,,Active,Ms. Manoj Bhatia
801,Robotics Club,Technical,2025-08-24,Member,Medium,3,4,Winner - Intra College Competition,Active,Ms. Manoj Bhatia
802,Dance Club,Cultural,2025-08-16,Member,Low,2,2,,Inactive,Ms. Manoj Bhatia
802,Badminton Club,Sports,2025-08-03,Active Member,High,8,6,,Active,Ms. Manoj Bhatia
803,Innovation Club,Academic,2025-08-27,Member,Low,2,0,,Active,Ms. Manoj Bhatia
804,Photography Club,Cultural,2025-08-12,Member,Medium,3,4,,Active,Ms. Manoj Bhatia
804,NSS,Social,2025-08-18,Member,High,6,8,Winner - Intra College Competition,Inactive,Ms. Manoj Bhatia
804,Coding Club,Technical,2025-08-31,Member,Low,1,0,,Active,Ms. Manoj Bhatia
805,Photography Club,Cultural,2025-08-07,Member,High,9,10,,Active,Ms. Manoj Bhatia
805,NCC,Social,2025-08-15,Active Member,Medium,5,2,,Inactive,Ms. Manoj Bhatia
806,Music Club,Cultural,2025-08-22,Member,Medium,6,2,Winner - Inter College Competition,Active,Ms. Manoj Bhatia
806,Rotaract Club,Social,2025-08-02,Active Member,Medium,5,5,,Active,Ms. Manoj Bhatia
808,College Magazine,Other,2025-08-08,Member,High,8,9,,Active,Ms. Manoj Bhatia
808,NSS,Social,2025-08-24,Active Member,Medium,5,2,,Active,Ms. Manoj Bhatia
812,Research Club,Academic,2025-08-12,Member,Medium,4,3,,Inactive,Ms. Manoj Bhatia
814,Rotaract Club,Social,2025-08-24,Member,Low,2,0,Participation Certificate,Active,Ms. Manoj Bhatia
816,Event Management Team,Other,2025-08-10,Active Member,High,8,5,,Active,Ms. Manoj Bhatia
818,College Magazine,Other,2025-08-28,Member,High,10,7,,Active,Ms. Manoj Bhatia
818,Robotics Club,Technical,2025-08-24,Active Member,Medium,4,5,,Active,Ms. Manoj Bhatia
818,Innovation Club,Academic,2025-08-07,Member,Low,2,1,Certificate of Excellence,Active,Ms. Manoj Bhatia
819,Coding Club,Technical,2025-08-15,Member,Medium,3,4,Best Performer Award,Inactive,Ms. Manoj Bhatia
820,Basketball Team,Sports,2025-08-26,Active Member,Medium,5,2,,Active,Ms. Manoj Bhatia
821,Environmental Club,Social,2025-08-02,Active Member,Medium,6,5,,Inactive,Ms. Manoj Bhatia
821,Photography Club,Cultural,2025-08-23,Member,Medium,3,2,,Inactive,Ms. Manoj Bhatia
821,Badminton Club,Sports,2025-08-20,Member,High,8,8,,Active,Ms. Manoj Bhatia
821,Mathematics Club,Academic,2025-08-11,Member,Medium,6,2,,Active,Ms. Manoj Bhatia
823,Event Management Team,Other,2025-08-23,Active Member,Medium,5,2,,Active,Ms. Manoj Bhatia
824,Robotics Club,Technical,2025-08-04,Active Member,High,9,7,,Active,Ms. Manoj Bhatia
825,Drama Club,Cultural,2025-08-06,Member,High,6,5,,Inactive,Ms. Manoj Bhatia
826,College Magazine,Other,2025-08-18,Active Member,High,10,9,,Active,Ms. Manoj Bhatia
827,Music Club,Cultural,2025-08-30,Member,Medium,4,4,,Active,Ms. Manoj Bhatia
827,Web Development Club,Technical,2025-08-11,Active Member,High,7,6,,Active,Ms. Manoj Bhatia
830,Innovation Club,Academic,2025-08-11,Member,High,10,9,,Active,Ms. Manoj Bhatia
831,Research Club,Academic,2025-08-11,Member,Medium,5,2,,Active,Ms. Alok Arora
831,NSS,Social,2025-08-22,Member,Medium,4,2,,Active,Ms. Alok Arora
834,Football Team,Sports,2025-08-14,Member,High,9,7,,Active,Ms. Alok Arora
835,Cricket Team,Sports,2025-08-06,Member,Medium,5,5,,Active,Ms. Alok Arora
836,Photography Club,Cultural,2025-08-28,Active Member,High,8,9,,Active,Ms. Alok Arora
836,Badminton Club,Sports,2025-08-27,Member,Medium,6,3,Participation Certificate,Active,Ms. Alok Arora
836,Coding Club,Technical,2025-08-08,Member,High,6,10,Certificate of Excellence,Active,Ms. Alok Arora
837,Robotics Club,Technical,2025-08-20,Member,Medium,4,3,,Active,Ms. Alok Arora
839,Event Management Team,Other,2025-08-23,Member,Low,2,2,Winner - Intra College Competition,Active,Ms. Alok Arora
839,Photography Club,Cultural,2025-08-28,Active Member,High,6,10,,Active,Ms. Alok Arora
839,Research Club,Academic,2025-08-11,Core Team,Very High,12,12,,Active,Ms. Alok Arora
839,AI/ML Club,Technical,2025-08-25,Active Member,Medium,3,5,,Active,Ms. Alok Arora
840,Environmental Club,Social,2025-08-08,Member,Medium,3,2,,Active,Ms. Alok Arora
840,Drama Club,Cultural,2025-08-29,Member,Medium,3,2,,Active,Ms. Alok Arora
843,Cricket Team,Sports,2025-08-13,Member,Medium,3,4,,Inactive,Ms. Alok Arora
843,Student Council,Other,2025-08-21,Member,Medium,3,2,,Active,Ms. Alok Arora
843,Research Club,Academic,2025-08-17,Active Member,High,7,6,,Active,Ms. Alok Arora
844,Web Development Club,Technical,2025-08-10,Member,Low,1,2,Participation Certificate,Active,Ms. Alok Arora
844,Dance Club,Cultural,2025-08-27,Member,Medium,6,5,,Active,Ms. Alok Arora
847,Innovation Club,Academic,2025-08-10,Member,Low,3,2,,Active,Ms. Alok Arora
847,Robotics Club,Technical,2025-08-31,Member,High,8,8,,Active,Ms. Alok Arora
849,Basketball Team,Sports,2025-08-25,Member,High,7,10,,Active,Ms. Alok Arora
850,Music Club,Cultural,2025-08-23,Member,Medium,3,5,,Active,Ms. Alok Arora
850,Football Team,Sports,2025-08-31,Coordinator,Very High,11,13,Best Performer Award,Active,Ms. Alok Arora
851,Research Club,Academic,2025-08-06,Active Member,Medium,6,2,,Active,Ms. Alok Arora
852,Mathematics Club,Academic,2025-08-29,Member,Medium,5,3,,Active,Ms. Alok Arora
852,Drama Club,Cultural,2025-08-12,Core Team,Very High,13,10,,Inactive,Ms. Alok Arora
853,Cricket Team,Sports,2025-08-26,Member,Low,1,2,,Active,Ms. Alok Arora
853,Robotics Club,Technical,2025-08-25,Member,High,8,5,,Active,Ms. Alok Arora
853,Music Club,Cultural,2025-08-22,Active Member,High,7,9,,Active,Ms. Alok Arora
854,Quiz Club,Academic,2025-08-06,Member,Medium,3,2,Participation Certificate,Active,Ms. Alok Arora
854,Student Council,Other,2025-08-13,Member,Medium,4,5,,Active,Ms. Alok Arora
855,Mathematics Club,Academic,2025-08-03,Coordinator,Very High,10,16,Certificate of Excellence,Active,Ms. Alok Arora
856,College Magazine,Other,2025-08-07,Active Member,High,7,10,Participation Certificate,Active,Ms. Alok Arora
856,Innovation Club,Academic,2025-08-27,Active Member,High,8,9,Certificate of Excellence,Active,Ms. Alok Arora
860,Student Council,Other,2025-08-24,Active Member,Medium,3,4,,Active,Ms. Alok Arora
860,AI/ML Club,Technical,2025-08-27,Member,High,10,5,,Active,Ms. Alok Arora
860,Rotaract Club,Social,2025-08-23,Member,High,7,7,,Active,Ms. Alok Arora
861,Mathematics Club,Academic,2025-08-18,Active Member,High,9,9,,Inactive,Ms. Alok Arora
861,Robotics Club,Technical,2025-08-27,President/Head,Very High,13,20,,Active,Ms. Alok Arora
862,NCC,Social,2025-08-24,President/Head,Very High,15,20,,Active,Ms. Alok Arora
862,College Magazine,Other,2025-08-29,Member,Low,1,2,Winner - Inter College Competition,Active,Ms. Alok Arora
865,Cricket Team,Sports,2025-08-18,Member,Medium,3,4,,Active,Ms. Alok Arora
